Port Name,State,Port Code,Border,Date,Measure,Value
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,29
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,1652
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,427
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,18
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,11107
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,31107
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,22
Danville,WA,3012,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,51
Ferry,WA,3013,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,3
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,1775
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,501
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,5136
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,158
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,2528
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,1082
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,25
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Trucks,13189
Anacortes,WA,3010,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,35
Anacortes,WA,3010,US-Canada Border,09/01/2019 12:00:00 AM,Buses,21
Anacortes,WA,3010,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,7287
Anacortes,WA,3010,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,3104
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,26483
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Buses,1322
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,639575
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,335912
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Empty,12791
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Full,8060
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Train Passengers,9059
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Trains,192
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,5690
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,25659
Blaine,WA,3004,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,30179
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,2
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,4010
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,2461
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Empty,498
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Full,594
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Train Passengers,42
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Trains,25
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,25
Boundary,WA,3015,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,25
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,11
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,3990
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,2799
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,28
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,24
Danville,WA,3012,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,51
Ferry,WA,3013,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,1940
Ferry,WA,3013,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,1109
Ferry,WA,3013,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,5
Ferry,WA,3013,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,5
Friday Harbor,WA,3014,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,899
Friday Harbor,WA,3014,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,409
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,204
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Buses,8
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,5
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,6020
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,3307
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,1551
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,575
Frontier,WA,3020,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,1960
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,89
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Buses,3
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,6870
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,4005
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Empty,36
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Full,215
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Train Passengers,24
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Trains,12
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,337
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,144
Laurier,WA,3016,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,465
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,53
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,88283
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,47160
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,2643
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,1002
Lynden,WA,3023,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,3625
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,24
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Buses,2
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,10
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,5287
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,2713
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,264
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,44
Metaline Falls,WA,3025,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,303
Nighthawk,WA,3011,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,932
Nighthawk,WA,3011,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,540
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,293
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Buses,9
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,652
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,32889
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,18809
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,928
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,1515
Oroville,WA,3019,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,2332
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,1092
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Buses,42
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,2504
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,116195
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,78500
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,724
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,330
Point Roberts,WA,3017,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,1052
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,163
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Buses,15
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,16571
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,7645
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,19
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,28
Port Angeles,WA,3007,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,45
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Bus Passengers,840
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Buses,35
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Pedestrians,4875
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,127445
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Personal Vehicles,75965
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Empty,277
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Rail Containers Full,112
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Train Passengers,57
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Trains,19
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Empty,2928
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Truck Containers Full,10563
Sumas,WA,3009,US-Canada Border,09/01/2019 12:00:00 AM,Trucks,12554
Anacortes,WA,3010,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,9
Anacortes,WA,3010,US-Canada Border,08/01/2019 12:00:00 AM,Buses,1
Anacortes,WA,3010,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,12957
Anacortes,WA,3010,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,4857
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,33620
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Buses,1511
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,868366
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,400860
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Empty,12943
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Full,8610
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Train Passengers,10062
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Trains,199
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,6192
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,26531
Blaine,WA,3004,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,31602
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,19
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Buses,1
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,7
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,5510
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,3128
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Empty,565
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Full,638
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Train Passengers,48
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Trains,24
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,32
Boundary,WA,3015,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,32
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,32
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,5556
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,3545
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,36
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,23
Danville,WA,3012,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,59
Ferry,WA,3013,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,3352
Ferry,WA,3013,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,1573
Ferry,WA,3013,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,1
Ferry,WA,3013,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,1
Friday Harbor,WA,3014,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,9
Friday Harbor,WA,3014,US-Canada Border,08/01/2019 12:00:00 AM,Buses,1
Friday Harbor,WA,3014,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,1205
Friday Harbor,WA,3014,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,487
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,119
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Buses,6
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,4
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,8987
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,4455
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,1783
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,609
Frontier,WA,3020,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,2225
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,11077
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,5650
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Empty,37
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Full,230
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Train Passengers,22
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Trains,13
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,344
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,256
Laurier,WA,3016,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,589
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,41
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Buses,2
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,142
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,141003
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,66276
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,2945
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,880
Lynden,WA,3023,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,3790
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,100
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Buses,8
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,8
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,9816
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,4455
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,202
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,45
Metaline Falls,WA,3025,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,239
Nighthawk,WA,3011,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,1
Nighthawk,WA,3011,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,1724
Nighthawk,WA,3011,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,867
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,353
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Buses,7
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,736
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,53038
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,26114
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,806
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,1605
Oroville,WA,3019,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,2327
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,144
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Buses,6
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,3537
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,152684
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,93208
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,682
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,366
Point Roberts,WA,3017,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,1037
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,241
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Buses,19
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,27864
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,11232
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,27
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,25
Port Angeles,WA,3007,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,51
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Bus Passengers,318
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Buses,10
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Pedestrians,7564
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,165226
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Personal Vehicles,85525
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Empty,296
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Rail Containers Full,89
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Train Passengers,66
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Trains,19
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Empty,3327
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Truck Containers Full,11624
Sumas,WA,3009,US-Canada Border,08/01/2019 12:00:00 AM,Trucks,13827
Anacortes,WA,3010,US-Canada Border,07/01/2019 12:00:00 AM,Bus Passengers,34
Anacortes,WA,3010,US-Canada Border,07/01/2019 12:00:00 AM,Buses,1
Anacortes,WA,3010,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,12701
Anacortes,WA,3010,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,4587
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Bus Passengers,32807
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Buses,1587
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,807423
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,384068
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Rail Containers Empty,12392
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Rail Containers Full,8449
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Train Passengers,11144
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Trains,191
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Empty,7112
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Full,27225
Blaine,WA,3004,US-Canada Border,07/01/2019 12:00:00 AM,Trucks,33518
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Pedestrians,5
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,5159
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,2990
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Rail Containers Empty,407
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Rail Containers Full,670
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Train Passengers,45
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Trains,25
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Empty,23
Boundary,WA,3015,US-Canada Border,07/01/2019 12:00:00 AM,Trucks,23
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Pedestrians,21
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,5660
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,3693
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Empty,32
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Full,25
Danville,WA,3012,US-Canada Border,07/01/2019 12:00:00 AM,Trucks,57
Ferry,WA,3013,US-Canada Border,07/01/2019 12:00:00 AM,Pedestrians,6
Ferry,WA,3013,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,3526
Ferry,WA,3013,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,1668
Ferry,WA,3013,US-Canada Border,07/01/2019 12:00:00 AM,Truck Containers Empty,4
Ferry,WA,3013,US-Canada Border,07/01/2019 12:00:00 AM,Trucks,4
Friday Harbor,WA,3014,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicle Passengers,1300
Friday Harbor,WA,3014,US-Canada Border,07/01/2019 12:00:00 AM,Personal Vehicles,508
Frontier,WA,3020,US-Canada Border,07/01/2019 12:00:00 AM,Bus Passengers,52
